StateWellNumber,County,Aquifer,Status,MeasurementMonth,MeasurementDay,MeasurementYear,MeasurementDate,MeasurementTime,DepthFromLSD,LandElevation,LandElevationMethod,WaterElevation,MeasurementNumber,MeasuringAgency,MethodOfMeasurement,Remarks,Comments,CreatedDate,LastUpdateDate
148901,Dallam,Ogallala/Rita Blanca,Publishable,12,8,1989,12/8/89,,104.39,4562,Interpolated From Topo Map,4457.61,1,Texas Water Development Board,Steel Tape,,,,
148901,Dallam,Ogallala/Rita Blanca,Publishable,12,9,1990,12/9/90,,104.75,4562,Interpolated From Topo Map,4457.25,1,Texas Water Development Board,Steel Tape,,,,
148901,Dallam,Ogallala/Rita Blanca,Publishable,1,7,1993,1/7/93,,106.9,4562,Interpolated From Topo Map,4455.1,1,Texas Water Development Board,Steel Tape,,,,
148901,Dallam,Ogallala/Rita Blanca,Publishable,3,14,1994,3/14/94,,106.86,4562,Interpolated From Topo Map,4455.14,1,Groundwater Conservation District,Steel Tape,,,6/20/94,6/20/94
148901,Dallam,Ogallala/Rita Blanca,Questionable,3,13,1996,3/13/96,,107.5,4562,Interpolated From Topo Map,4454.5,1,Groundwater Conservation District,Steel Tape, Pumping-level measurement,,7/8/96,7/8/96
148901,Dallam,Ogallala/Rita Blanca,Publishable,3,7,1997,3/7/97,,112.19,4562,Interpolated From Topo Map,4449.81,1,Groundwater Conservation District,Electric Line,,,7/23/97,7/23/97
148901,Dallam,Ogallala/Rita Blanca,Publishable,2,13,1998,2/13/98,,115.85,4562,Interpolated From Topo Map,4446.15,1,Groundwater Conservation District,Steel Tape,,,9/29/98,9/29/98
148901,Dallam,Ogallala/Rita Blanca,Publishable,2,10,2000,2/10/00,,122.88,4562,Interpolated From Topo Map,4439.12,1,Groundwater Conservation District,Steel Tape,,,5/23/00,5/23/00
148901,Dallam,Ogallala/Rita Blanca,Publishable,3,5,2002,3/5/02,,119.62,4562,Interpolated From Topo Map,4442.38,1,Groundwater Conservation District,Steel Tape,,,9/20/02,9/20/02
148901,Dallam,Ogallala/Rita Blanca,Publishable,3,6,2003,3/6/03,,121.62,4562,Interpolated From Topo Map,4440.38,1,Groundwater Conservation District,Steel Tape,,,8/26/03,8/26/03
148901,Dallam,Ogallala/Rita Blanca,Publishable,3,9,2004,3/9/04,,136.63,4562,Interpolated From Topo Map,4425.37,1,Groundwater Conservation District,Steel Tape,,,8/20/04,8/20/04
148901,Dallam,Ogallala/Rita Blanca,Publishable,3,11,2005,3/11/05,,136.63,4562,Interpolated From Topo Map,4425.37,1,Groundwater Conservation District,Steel Tape,,,8/31/05,8/31/05
148901,Dallam,Ogallala/Rita Blanca,Questionable,1,31,2006,1/31/06,,145.5,4562,Interpolated From Topo Map,4416.5,1,Groundwater Conservation District,Steel Tape, Inconsistent or spotty tape mark due to wet or leaking casing,,8/31/06,8/31/06
148901,Dallam,Ogallala/Rita Blanca,Publishable,2,23,2007,2/23/07,,141.22,4562,Interpolated From Topo Map,4420.78,1,Groundwater Conservation District,Steel Tape,,,5/15/07,5/15/07
148901,Dallam,Ogallala/Rita Blanca,Publishable,2,1,2008,2/1/08,,143.6,4562,Interpolated From Topo Map,4418.4,1,Groundwater Conservation District,Steel Tape,,,7/16/08,7/16/08
148901,Dallam,Ogallala/Rita Blanca,Publishable,2,13,2009,2/13/09,,152.57,4562,Interpolated From Topo Map,4409.43,1,Groundwater Conservation District,Steel Tape,,,4/22/09,4/22/09
148901,Dallam,Ogallala/Rita Blanca,Publishable,3,9,2010,3/9/10,,162.09,4562,Interpolated From Topo Map,4399.91,1,Groundwater Conservation District,Steel Tape,,,5/5/10,5/5/10
148901,Dallam,Ogallala/Rita Blanca,Publishable,2,22,2011,2/22/11,,175.44,4562,Interpolated From Topo Map,4386.56,1,Groundwater Conservation District,Steel Tape,,,6/17/11,6/17/11
148901,Dallam,Ogallala/Rita Blanca,Publishable,1,12,2012,1/12/12,,184.51,4562,Interpolated From Topo Map,4377.49,1,Groundwater Conservation District,Steel Tape,,,6/18/12,6/18/12
148901,Dallam,Ogallala/Rita Blanca,Publishable,2,14,2013,2/14/13,,180.04,4562,Interpolated From Topo Map,4381.96,1,Groundwater Conservation District,Steel Tape,,,6/24/13,6/24/13
148901,Dallam,Ogallala/Rita Blanca,No Measurement,2,21,2014,2/21/14,,,4562,Interpolated From Topo Map,,1,Groundwater Conservation District,, Well pumping,,4/10/14,4/10/14
148901,Dallam,Ogallala/Rita Blanca,Publishable,2,13,2015,2/13/15,,187.6,4562,Interpolated From Topo Map,4374.4,1,Groundwater Conservation District,Steel Tape,,,6/30/15,6/30/15
148901,Dallam,Ogallala/Rita Blanca,Publishable,1,28,2016,1/28/16,,183.68,4562,Interpolated From Topo Map,4378.32,1,Groundwater Conservation District,Steel Tape,,,8/9/16,8/9/16
148901,Dallam,Ogallala/Rita Blanca,Publishable,2,16,2017,2/16/17,,186.4,4562,Interpolated From Topo Map,4375.6,1,Groundwater Conservation District,Steel Tape,,,4/25/17,4/25/17
148901,Dallam,Ogallala/Rita Blanca,Publishable,2,7,2018,2/7/18,,200.6,4562,Interpolated From Topo Map,4361.4,1,Groundwater Conservation District,Electric Line,,,7/30/18,7/30/18
156602,Dallam,Ogallala/Rita Blanca,Publishable,11,10,1971,11/10/71,,120,4523,Interpolated From Topo Map,4403,1,Registered Water Well Driller,Unknown,,,,
156602,Dallam,Ogallala/Rita Blanca,Publishable,1,22,1976,1/22/76,,124.59,4523,Interpolated From Topo Map,4398.41,1,Texas Water Development Board,Steel Tape,,,,
156602,Dallam,Ogallala/Rita Blanca,Publishable,1,12,1977,1/12/77,,127.92,4523,Interpolated From Topo Map,4395.08,1,Texas Water Development Board,Steel Tape,,,,
156602,Dallam,Ogallala/Rita Blanca,Publishable,1,11,1978,1/11/78,,127.83,4523,Interpolated From Topo Map,4395.17,1,Texas Water Development Board,Steel Tape,,,,
156602,Dallam,Ogallala/Rita Blanca,Publishable,12,11,1978,12/11/78,,133.16,4523,Interpolated From Topo Map,4389.84,1,Texas Water Development Board,Steel Tape,,,,
156602,Dallam,Ogallala/Rita Blanca,Publishable,11,6,1979,11/6/79,,135.02,4523,Interpolated From Topo Map,4387.98,1,Texas Water Development Board,Steel Tape,,,,
156602,Dallam,Ogallala/Rita Blanca,Publishable,12,23,1980,12/23/80,,136.47,4523,Interpolated From Topo Map,4386.53,1,Texas Water Development Board,Steel Tape,,,,
156602,Dallam,Ogallala/Rita Blanca,No Measurement,12,14,1982,12/14/82,,,4523,Interpolated From Topo Map,,1,Texas Water Development Board,," Well site temporarily inaccessible due to impassable roads, locked gate, etc.",,,
156602,Dallam,Ogallala/Rita Blanca,Publishable,12,4,1984,12/4/84,,143.37,4523,Interpolated From Topo Map,4379.63,1,Texas Water Development Board,Steel Tape,,,,
156602,Dallam,Ogallala/Rita Blanca,Publishable,12,11,1985,12/11/85,,145.08,4523,Interpolated From Topo Map,4377.92,1,Texas Water Development Board,Steel Tape,,,,
156602,Dallam,Ogallala/Rita Blanca,Publishable,1,14,1987,1/14/87,,147.99,4523,Interpolated From Topo Map,4375.01,1,Texas Water Development Board,Steel Tape,,,,
156602,Dallam,Ogallala/Rita Blanca,Questionable,12,9,1987,12/9/87,,154.66,4523,Interpolated From Topo Map,4368.34,1,Texas Water Development Board,Steel Tape, Well pumped recently,,,
156602,Dallam,Ogallala/Rita Blanca,Publishable,12,10,1988,12/10/88,,152.2,4523,Interpolated From Topo Map,4370.8,1,Texas Water Development Board,Steel Tape,,,,
156602,Dallam,Ogallala/Rita Blanca,Publishable,12,8,1989,12/8/89,,157.56,4523,Interpolated From Topo Map,4365.44,1,Texas Water Development Board,Steel Tape,,,,
156602,Dallam,Ogallala/Rita Blanca,No Measurement,12,14,1990,12/14/90,,,4523,Interpolated From Topo Map,,1,Texas Water Development Board,, observation Well not measurement due to admin decision,,,
156602,Dallam,Ogallala/Rita Blanca,Publishable,11,14,1991,11/14/91,,156.75,4523,Interpolated From Topo Map,4366.25,1,Texas Water Development Board,Steel Tape,,,,
156602,Dallam,Ogallala/Rita Blanca,Publishable,12,15,1992,12/15/92,,160.2,4523,Interpolated From Topo Map,4362.8,1,Texas Water Development Board,Steel Tape,,,,
156602,Dallam,Ogallala/Rita Blanca,Publishable,3,7,1994,3/7/94,,163.69,4523,Interpolated From Topo Map,4359.31,1,Groundwater Conservation District,Steel Tape,,,6/20/94,6/20/94
156602,Dallam,Ogallala/Rita Blanca,Publishable,3,14,1995,3/14/95,,164.33,4523,Interpolated From Topo Map,4358.67,1,Groundwater Conservation District,Steel Tape,,,1/30/96,1/30/96
156602,Dallam,Ogallala/Rita Blanca,Questionable,3,13,1996,3/13/96,,164.3,4523,Interpolated From Topo Map,4358.7,1,Groundwater Conservation District,Steel Tape, Pumping-level measurement,,7/8/96,7/8/96
156602,Dallam,Ogallala/Rita Blanca,Questionable,3,7,1997,3/7/97,,164.33,4523,Interpolated From Topo Map,4358.67,1,Groundwater Conservation District,Electric Line, Pumping-level measurement,,7/23/97,7/23/97
156602,Dallam,Ogallala/Rita Blanca,Publishable,2,11,1998,2/11/98,,175.11,4523,Interpolated From Topo Map,4347.89,1,Groundwater Conservation District,Steel Tape,,,9/29/98,9/29/98
156602,Dallam,Ogallala/Rita Blanca,Publishable,2,7,2000,2/7/00,,180.56,4523,Interpolated From Topo Map,4342.44,1,Groundwater Conservation District,Steel Tape,,,5/23/00,5/23/00
156602,Dallam,Ogallala/Rita Blanca,Publishable,3,7,2001,3/7/01,,181.43,4523,Interpolated From Topo Map,4341.57,1,Groundwater Conservation District,Steel Tape,,,9/4/01,9/4/01
156602,Dallam,Ogallala/Rita Blanca,Publishable,3,11,2002,3/11/02,,183.24,4523,Interpolated From Topo Map,4339.76,1,Groundwater Conservation District,Steel Tape,,,9/20/02,9/20/02
156602,Dallam,Ogallala/Rita Blanca,Publishable,3,3,2003,3/3/03,,185.21,4523,Interpolated From Topo Map,4337.79,1,Groundwater Conservation District,Steel Tape,,,8/26/03,8/26/03
156602,Dallam,Ogallala/Rita Blanca,Publishable,3,11,2005,3/11/05,,187.75,4523,Interpolated From Topo Map,4335.25,1,Groundwater Conservation District,Steel Tape,,,8/31/05,8/31/05
156602,Dallam,Ogallala/Rita Blanca,Publishable,1,26,2006,1/26/06,,187.4,4523,Interpolated From Topo Map,4335.6,1,Groundwater Conservation District,Steel Tape,,,8/31/06,8/31/06
156602,Dallam,Ogallala/Rita Blanca,Publishable,2,26,2007,2/26/07,,189.99,4523,Interpolated From Topo Map,4333.01,1,Groundwater Conservation District,Steel Tape,,,5/15/07,5/15/07
156602,Dallam,Ogallala/Rita Blanca,Publishable,2,1,2008,2/1/08,,190.08,4523,Interpolated From Topo Map,4332.92,1,Groundwater Conservation District,Steel Tape,,,7/16/08,7/16/08
156602,Dallam,Ogallala/Rita Blanca,Publishable,2,13,2009,2/13/09,,191.34,4523,Interpolated From Topo Map,4331.66,1,Groundwater Conservation District,Steel Tape,,,4/22/09,4/22/09
156602,Dallam,Ogallala/Rita Blanca,Publishable,3,22,2010,3/22/10,,193.42,4523,Interpolated From Topo Map,4329.58,1,Groundwater Conservation District,Steel Tape,,,5/5/10,5/5/10
156602,Dallam,Ogallala/Rita Blanca,Publishable,2,22,2011,2/22/11,,201.28,4523,Interpolated From Topo Map,4321.72,1,Groundwater Conservation District,Steel Tape,,,6/17/11,6/17/11
156602,Dallam,Ogallala/Rita Blanca,Publishable,1,10,2012,1/10/12,,195.79,4523,Interpolated From Topo Map,4327.21,1,Groundwater Conservation District,Steel Tape,,,6/18/12,6/18/12
156602,Dallam,Ogallala/Rita Blanca,Publishable,2,6,2013,2/6/13,,197.2,4523,Interpolated From Topo Map,4325.8,1,Groundwater Conservation District,Steel Tape,,,6/24/13,6/24/13
156602,Dallam,Ogallala/Rita Blanca,Publishable,2,13,2015,2/13/15,,201.19,4523,Interpolated From Topo Map,4321.81,1,Groundwater Conservation District,Steel Tape,,,6/30/15,6/30/15
156602,Dallam,Ogallala/Rita Blanca,Publishable,1,27,2016,1/27/16,,200.79,4523,Interpolated From Topo Map,4322.21,1,Groundwater Conservation District,Steel Tape,,,8/9/16,8/9/16
156602,Dallam,Ogallala/Rita Blanca,Questionable,2,16,2017,2/16/17,,202.5,4523,Interpolated From Topo Map,4320.5,1,Groundwater Conservation District,Steel Tape, Inconsistent or spotty tape mark due to wet or leaking casing,,4/25/17,4/25/17
156602,Dallam,Ogallala/Rita Blanca,No Measurement,2,7,2018,2/7/18,,,4523,Interpolated From Topo Map,,1,Groundwater Conservation District,," Well site temporarily inaccessible due to impassable roads, locked gate, etc.",,7/30/18,7/30/18
233101,Dallam,Ogallala/Rita Blanca,Questionable,7,18,1975,7/18/75,,63.83,4591,Interpolated From Topo Map,4527.17,1,Texas Water Development Board,Steel Tape, Well pumped recently,,,
